domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance
Kota Bekasi,Perempuan,Married,2,D3,5.0,9.07,Service & Support,Manager,8017699.471065797,0.0,High,Outstanding,47,798,24053098.41319739,48106196.82639478,208460186.2477107,2672566.490355266,1.13375,Mid-term,4.333333333333333,4,2004424.8677664488,4,2004424.8677664488,3.4
Tangerang,Perempuan,Single,0,D1,2.0,9.0,Corporate Strategy & Communications,Staff,3766248.0,0.0,High,Excellent,28,800,11298744.0,22597488.0,97922448.0,3766248.0,1.125,Mid-term,8.666666666666666,1,3766248.0,2,1883124.0,3.0
Kota Bekasi,Laki-laki,Single,0,D1,0.0,9.56,Engineering & IT,Staff,4366589.0,0.0,Low,Excellent,25,456,13099767.0,26199534.0,65498835.0,4366589.0,1.195,Mid-term,15.0,1,4366589.0,2,2183294.5,1.8000000000000005
Kabupaten Bogor,Laki-laki,Married,2,SLTA,9.0,9.05,Operations,Staff,1613945.0,0.0,High,Low,28,411,4841835.0,9683670.0,20981285.0,537981.6666666666,1.13125,Mid-term,1.3,1,1613945.0,1,1613945.0,2.2
Kabupaten Bekasi,Perempuan,Married,3,SLTA,0.0,9.33,Marketing,Staff,1968422.0,0.0,High,Good,34,814,5905266.0,11810532.0,53147394.0,492105.5,1.16625,Mid-term,27.0,1,1968422.0,1,1968422.0,2.6
Kota Jakarta Selatan,Laki-laki,Married,1,D2,6.0,9.26,Finance & Accounting,Senior,9355827.916605508,0.0,High,Excellent,45,587,28067483.74981652,56134967.49963304,177760730.41550466,4677913.958302754,1.1575,Mid-term,2.7142857142857144,3,3118609.3055351693,3,3118609.3055351693,3.0
Tangerang,Laki-laki,Single,0,D1,5.0,9.52,Corporate Strategy & Communications,Staff,3519314.0,0.0,High,Excellent,28,521,10557942.0,21115884.0,59828338.0,3519314.0,1.19,Mid-term,2.833333333333333,1,3519314.0,2,1759657.0,3.0
Kota Depok,Perempuan,Single,0,SLTA,10.0,9.02,HR,Staff,2809810.0,0.0,Medium,Low,27,768,8429430.0,16858860.0,70245250.0,2809810.0,1.1275,Mid-term,2.272727272727273,1,2809810.0,1,2809810.0,1.6
Kota Jakarta Selatan,Laki-laki,Single,0,SLTA,13.0,9.1,Finance & Accounting,Staff,2260429.0,0.0,Medium,Excellent,25,529,6781287.0,13562574.0,38427293.0,2260429.0,1.1375,Mid-term,1.2142857142857142,1,2260429.0,1,2260429.0,2.4000000000000004
Tangerang,Laki-laki,Single,0,SLTA,8.0,9.2,Engineering & IT,Staff,2862984.0,0.0,Low,Excellent,37,456,8588952.0,17177904.0,42944760.0,2862984.0,1.15,Mid-term,1.6666666666666667,1,2862984.0,1,2862984.0,1.8000000000000005
Kabupaten Bekasi,Laki-laki,Married,4,SLTA,5.0,9.49,Engineering & IT,Manager,12112011.384488136,0.0,Very High,Excellent,42,557,36336034.15346441,72672068.30692881,218016204.92078644,2422402.276897627,1.18625,Mid-term,3.0,4,3028002.846122034,1,12112011.384488136,3.6
Tangerang,Perempuan,Married,3,SLTA,4.0,9.74,Corporate Strategy & Communications,Staff,2341404.0,0.0,High,Low,38,478,7024212.0,14048424.0,35121060.0,585351.0,1.2175,Mid-term,3.0,1,2341404.0,1,2341404.0,2.2
Kota Bekasi,Perempuan,Single,0,SLTA,0.0,9.1,Operations,Staff,1235783.0,0.0,High,Low,29,399,3707349.0,7414698.0,16065179.0,1235783.0,1.1375,Mid-term,13.0,1,1235783.0,1,1235783.0,2.2
Kota Bekasi,Perempuan,Married,3,D3,2.0,9.65,Operations,Senior,9734095.225278238,0.0,Very High,Outstanding,49,602,29202285.675834715,58404571.35166943,194681904.50556475,2433523.8063195595,1.20625,Mid-term,6.666666666666667,3,3244698.4084260794,4,2433523.8063195595,4.0
Kota Depok,Laki-laki,Single,0,SLTA,10.0,9.51,Finance & Accounting,Staff,1898717.0,0.0,Low,Excellent,25,809,5696151.0,11392302.0,49366642.0,1898717.0,1.18875,Mid-term,2.363636363636364,1,1898717.0,1,1898717.0,1.8000000000000005
Tangerang,Perempuan,Married,1,D2,3.0,9.23,Finance & Accounting,Staff,4212672.0,0.0,Medium,Good,34,436,12638016.0,25276032.0,58977408.0,2106336.0,1.15375,Mid-term,3.5,1,4212672.0,3,1404224.0,2.0
Kepulauan Seribu,Laki-laki,Single,0,D3,4.0,9.85,HR,Staff,3216386.0,0.0,High,Good,33,431,9649158.0,19298316.0,45029404.0,3216386.0,1.23125,Mid-term,2.8,1,3216386.0,4,804096.5,2.6
Kota Depok,Perempuan,Married,2,D2,3.0,9.6,Creative & Design,Manager,9884316.511343338,0.0,Very High,Excellent,55,565,29652949.534030013,59305899.068060026,177917697.20418006,3294772.17044778,1.2,Mid-term,4.5,4,2471079.1278358344,3,3294772.17044778,3.6
Kabupaten Bekasi,Laki-laki,Single,0,SLTA,11.0,9.77,Marketing,Staff,2860057.0,0.0,Medium,Excellent,25,686,8580171.0,17160342.0,62921254.0,2860057.0,1.22125,Mid-term,1.8333333333333333,1,2860057.0,1,2860057.0,2.4000000000000004
Kota Jakarta Timur,Laki-laki,Married,0,SLTA,8.0,9.05,HR,Staff,1981740.0,0.0,High,Low,25,412,5945220.0,11890440.0,25762620.0,1981740.0,1.13125,Mid-term,1.4444444444444444,1,1981740.0,1,1981740.0,2.2
Kota Jakarta Timur,Perempuan,Married,1,D1,9.0,9.6,HR,Staff,3053954.0,0.0,Medium,Good,32,394,9161862.0,18323724.0,39701402.0,1526977.0,1.2,Mid-term,1.3,1,3053954.0,2,1526977.0,2.0
Kota Jakarta Pusat,Perempuan,Married,1,SLTA,0.0,9.64,Corporate Strategy & Communications,Senior,12065001.85517441,0.0,Very High,Excellent,53,481,36195005.56552323,72390011.13104646,193040029.6827905,6032500.927587205,1.205,Mid-term,16.0,3,4021667.285058137,1,12065001.85517441,3.6
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,10.0,9.56,Finance & Accounting,Senior,14969775.729152149,0.0,Very High,Excellent,42,404,44909327.18745645,89818654.37491289,194607084.47897792,4989925.243050716,1.195,Mid-term,1.181818181818182,3,4989925.243050716,1,14969775.729152149,3.6
Kota Jakarta Utara,Perempuan,Divorce,0,SLTA,5.0,9.87,Finance & Accounting,Manager,10747218.194281712,0.0,Very High,Excellent,51,759,32241654.582845137,64483309.16569027,268680454.8570428,10747218.194281712,1.23375,Mid-term,4.166666666666667,4,2686804.548570428,1,10747218.194281712,3.6
Kabupaten Bekasi,Perempuan,Married,4,D2,6.0,9.29,Marketing,Manager,6415562.751695413,0.0,Very High,Outstanding,45,614,19246688.25508624,38493376.51017248,128311255.03390826,1283112.5503390827,1.16125,Mid-term,2.857142857142857,4,1603890.6879238533,3,2138520.917231804,4.0
Kota Depok,Perempuan,Married,2,SLTA,10.0,9.78,Marketing,Manager,9193525.510773698,0.0,Very High,Outstanding,45,760,27580576.53232109,55161153.06464219,229838137.76934245,3064508.5035912325,1.2225,Mid-term,2.272727272727273,4,2298381.3776934245,1,9193525.510773698,4.0
Kabupaten Bekasi,Laki-laki,Single,0,D1,6.0,9.22,HR,Staff,3321975.0,0.0,Medium,Good,37,804,9965925.0,19931850.0,86371350.0,3321975.0,1.1525,Mid-term,3.7142857142857135,1,3321975.0,2,1660987.5,2.0
Kabupaten Bekasi,Laki-laki,Married,3,SLTA,11.0,9.22,Service & Support,Manager,14878153.520308664,0.0,High,Excellent,45,447,44634460.56092599,89268921.12185198,208294149.2843213,3719538.380077166,1.1525,Mid-term,1.1666666666666667,4,3719538.380077166,1,14878153.520308664,3.0
Kota Depok,Perempuan,Married,1,D2,6.0,9.12,Engineering & IT,Staff,3620599.0,0.0,Low,Excellent,31,860,10861797.0,21723594.0,101376772.0,1810299.5,1.14,Mid-term,4.0,1,3620599.0,3,1206866.3333333333,1.8000000000000005
Kota Jakarta Barat,Laki-laki,Divorce,1,D1,9.0,9.51,Engineering & IT,Staff,3426356.0,0.0,Low,Good,34,456,10279068.0,20558136.0,51395340.0,1713178.0,1.18875,Mid-term,1.5,1,3426356.0,2,1713178.0,1.4
Kota Depok,Laki-laki,Married,1,D3,1.0,9.14,Service & Support,Senior,6614841.011375772,0.0,High,Outstanding,41,887,19844523.03412732,39689046.06825464,191830389.32989737,3307420.505687886,1.1425,Mid-term,14.5,3,2204947.003791924,4,1653710.252843943,3.4
Kota Jakarta Timur,Laki-laki,Married,2,SLTA,9.0,9.01,Corporate Strategy & Communications,Staff,1897915.0,0.0,Low,Good,40,501,5693745.0,11387490.0,30366640.0,632638.3333333334,1.12625,Mid-term,1.6,1,1897915.0,1,1897915.0,1.4
Kabupaten Bogor,Laki-laki,Married,3,SLTA,10.0,9.62,Creative & Design,Manager,12126633.613646423,0.0,High,Excellent,46,475,36379900.84093927,72759801.68187854,181899504.2046964,3031658.403411606,1.2025,Mid-term,1.3636363636363635,4,3031658.403411606,1,12126633.613646423,3.0
Kabupaten Bekasi,Laki-laki,Married,3,D2,0.0,9.64,Corporate Strategy & Communications,Staff,4642638.0,0.0,Medium,Good,38,674,13927914.0,27855828.0,102138036.0,1160659.5,1.205,Mid-term,22.0,1,4642638.0,3,1547546.0,2.0
Kepulauan Seribu,Perempuan,Married,2,SLTA,9.0,9.46,Creative & Design,Staff,2527055.0,0.0,Low,Excellent,32,782,7581165.0,15162330.0,65703430.0,842351.6666666666,1.1825,Mid-term,2.6,1,2527055.0,1,2527055.0,1.8000000000000005
Kabupaten Bekasi,Perempuan,Married,4,D2,5.0,9.72,Operations,Staff,4260349.0,0.0,Medium,Excellent,36,410,12781047.0,25562094.0,55384537.0,852069.8,1.215,Mid-term,2.1666666666666665,1,4260349.0,3,1420116.3333333333,2.4000000000000004
Kabupaten Bekasi,Perempuan,Married,2,D1,0.0,9.81,Service & Support,Senior,6685101.400502615,0.0,Very High,Excellent,48,437,20055304.201507844,40110608.40301569,93591419.6070366,2228367.133500872,1.22625,Mid-term,14.0,3,2228367.133500872,2,3342550.700251308,3.6
Kabupaten Bekasi,Perempuan,Married,2,SLTA,13.0,9.01,Corporate Strategy & Communications,Manager,11333392.862031912,0.0,High,Excellent,41,432,34000178.586095735,68000357.17219147,158667500.0684468,3777797.620677304,1.12625,Mid-term,1.0,4,2833348.215507978,1,11333392.862031912,3.0
Tangerang,Laki-laki,Married,1,D1,5.0,9.62,Marketing,Staff,4430829.0,0.0,Low,Good,30,394,13292487.0,26584974.0,57600777.0,2215414.5,1.2025,Mid-term,2.1666666666666665,1,4430829.0,2,2215414.5,1.4
Kota Jakarta Timur,Perempuan,Married,3,SLTA,6.0,9.34,Operations,Staff,2430859.0,0.0,Low,Good,34,959,7292577.0,14585154.0,75356629.0,607714.75,1.1675,Mid-term,4.428571428571429,1,2430859.0,1,2430859.0,1.4
Kota Jakarta Timur,Laki-laki,Single,0,D2,4.0,9.74,Engineering & IT,Staff,3052704.0,0.0,High,Excellent,23,450,9158112.0,18316224.0,45790560.0,3052704.0,1.2175,Mid-term,3.0,1,3052704.0,3,1017568.0,3.0
Tangerang,Perempuan,Married,3,SLTA,10.0,9.09,Finance & Accounting,Manager,14059201.713898327,0.0,High,Outstanding,43,419,42177605.14169498,84355210.28338996,182769622.28067824,3514800.428474582,1.13625,Mid-term,1.181818181818182,4,3514800.428474582,1,14059201.713898327,3.4
Kota Jakarta Pusat,Laki-laki,Married,1,D2,2.0,9.21,Operations,Staff,4064322.0,0.0,Medium,Good,34,821,12192966.0,24385932.0,109736694.0,2032161.0,1.15125,Mid-term,9.0,1,4064322.0,3,1354774.0,2.0
Kabupaten Bogor,Perempuan,Married,1,SLTA,0.0,9.12,Engineering & IT,Staff,1382717.0,0.0,Low,Good,40,398,4148151.0,8296302.0,17975321.0,691358.5,1.14,Mid-term,13.0,1,1382717.0,1,1382717.0,1.4
Kota Depok,Laki-laki,Divorce,0,SLTA,0.0,9.76,Marketing,Manager,8506364.98395576,0.0,High,Outstanding,51,406,25519094.95186728,51038189.90373456,110582744.79142489,8506364.98395576,1.22,Mid-term,13.0,4,2126591.24598894,1,8506364.98395576,3.4
Kota Jakarta Pusat,Laki-laki,Married,0,SLTA,5.0,9.29,Creative & Design,Manager,12477961.383430503,0.0,Very High,Excellent,42,392,37433884.15029151,74867768.30058302,162213497.98459655,12477961.383430503,1.16125,Mid-term,2.1666666666666665,4,3119490.345857626,1,12477961.383430503,3.6
Kota Depok,Laki-laki,Married,2,SLTA,10.0,9.33,Operations,Senior,10971292.517837552,0.0,High,Outstanding,46,404,32913877.55351265,65827755.10702531,142626802.73188818,3657097.5059458506,1.16625,Mid-term,1.181818181818182,3,3657097.5059458506,1,10971292.517837552,3.4
Kabupaten Bogor,Perempuan,Single,0,D2,7.0,9.06,Operations,Staff,3060417.0,0.0,Medium,Good,34,773,9181251.0,18362502.0,76510425.0,3060417.0,1.1325,Mid-term,3.125,1,3060417.0,3,1020139.0,2.0
Kabupaten Bogor,Perempuan,Married,2,SLTA,13.0,9.8,Marketing,Staff,1786567.0,0.0,Medium,Excellent,29,785,5359701.0,10719402.0,46450742.0,595522.3333333334,1.225,Mid-term,1.8571428571428568,1,1786567.0,1,1786567.0,2.4000000000000004
Kabupaten Bekasi,Perempuan,Married,1,SLTA,5.0,9.29,HR,Staff,2212088.0,0.0,Medium,Excellent,29,420,6636264.0,13272528.0,30969232.0,1106044.0,1.16125,Mid-term,2.333333333333333,1,2212088.0,1,2212088.0,2.4000000000000004
Kota Jakarta Selatan,Laki-laki,Married,0,SLTA,1.0,9.01,HR,Staff,1301785.0,0.0,High,Excellent,29,417,3905355.0,7810710.0,16923205.0,1301785.0,1.12625,Mid-term,6.5,1,1301785.0,1,1301785.0,3.0
Kota Jakarta Pusat,Laki-laki,Single,0,D2,8.0,9.57,Engineering & IT,Staff,3142953.0,0.0,Low,Low,26,401,9428859.0,18857718.0,40858389.0,3142953.0,1.19625,Mid-term,1.4444444444444444,1,3142953.0,3,1047651.0,1.0
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,0.0,9.27,Service & Support,Staff,1176266.0,0.0,Low,Good,32,389,3528798.0,7057596.0,14115192.0,1176266.0,1.15875,Mid-term,12.0,1,1176266.0,1,1176266.0,1.4
Kabupaten Bekasi,Perempuan,Married,0,SLTA,9.0,9.47,Engineering & IT,Staff,1154041.0,0.0,Medium,Excellent,27,412,3462123.0,6924246.0,15002533.0,1154041.0,1.18375,Mid-term,1.3,1,1154041.0,1,1154041.0,2.4000000000000004
Tangerang,Laki-laki,Married,2,SLTA,0.0,9.68,Finance & Accounting,Staff,2444194.0,0.0,Low,Good,35,790,7332582.0,14665164.0,63549044.0,814731.3333333334,1.21,Mid-term,0.0,1,2444194.0,1,2444194.0,1.4
Tangerang,Perempuan,Single,0,SLTA,7.0,9.82,Engineering & IT,Staff,1618432.0,0.0,Low,Low,26,488,4855296.0,9710592.0,25894912.0,1618432.0,1.2275,Mid-term,2.0,1,1618432.0,1,1618432.0,1.0
Kota Jakarta Selatan,Perempuan,Married,3,D2,10.0,9.08,HR,Staff,3198546.0,0.0,Medium,Excellent,38,932,9595638.0,19191276.0,99154926.0,799636.5,1.135,Mid-term,2.8181818181818183,1,3198546.0,3,1066182.0,2.4000000000000004
Kota Jakarta Timur,Perempuan,Married,3,SLTA,0.0,9.41,Creative & Design,Staff,2683527.0,0.0,Medium,Excellent,40,817,8050581.0,16101162.0,72455229.0,670881.75,1.17625,Mid-term,27.0,1,2683527.0,1,2683527.0,2.4000000000000004
Tangerang,Perempuan,Married,0,D2,1.0,9.85,Corporate Strategy & Communications,Staff,4427945.0,0.0,Medium,Low,38,895,13283835.0,26567670.0,128410405.0,4427945.0,1.23125,Mid-term,14.5,1,4427945.0,3,1475981.6666666667,1.6
Kabupaten Bogor,Perempuan,Married,3,SLTA,0.0,9.61,Marketing,Senior,11805965.30119966,0.0,High,Outstanding,46,793,35417895.90359898,70835791.80719796,306955097.8311912,2951491.325299915,1.20125,Mid-term,26.0,3,3935321.767066553,1,11805965.30119966,3.4
Tangerang,Perempuan,Married,3,SLTA,6.0,9.41,Marketing,Staff,2744192.0,0.0,Medium,Low,37,527,8232576.0,16465152.0,46651264.0,686048.0,1.17625,Mid-term,2.4285714285714284,1,2744192.0,1,2744192.0,1.6
Kota Jakarta Timur,Laki-laki,Married,2,SLTA,4.0,9.27,Finance & Accounting,Staff,2804840.0,0.0,Medium,Low,24,1036,8414520.0,16829040.0,95364560.0,934946.6666666666,1.15875,Mid-term,6.8,1,2804840.0,1,2804840.0,1.6
Kota Jakarta Timur,Laki-laki,Married,0,D3,7.0,9.2,Marketing,Senior,6992245.359854073,0.0,High,Excellent,52,405,20976736.07956222,41953472.15912444,90899189.67810296,6992245.359854073,1.15,Mid-term,1.625,3,2330748.453284691,4,1748061.3399635183,3.0
Kota Jakarta Pusat,Laki-laki,Married,1,SLTA,10.0,9.69,HR,Staff,2351936.0,0.0,High,Low,32,795,7055808.0,14111616.0,61150336.0,1175968.0,1.21125,Mid-term,2.363636363636364,1,2351936.0,1,2351936.0,2.2
Kabupaten Bogor,Perempuan,Married,3,D1,4.0,9.8,Service & Support,Senior,7865394.017675203,0.0,High,Outstanding,49,567,23596182.05302561,47192364.10605122,141577092.31815365,1966348.5044188008,1.225,Mid-term,3.6,3,2621798.0058917343,2,3932697.0088376016,3.4
Kota Jakarta Barat,Laki-laki,Married,0,D3,7.0,9.1,Corporate Strategy & Communications,Staff,3603198.0,0.0,Low,Excellent,27,411,10809594.0,21619188.0,46841574.0,3603198.0,1.1375,Mid-term,1.625,1,3603198.0,4,900799.5,1.8000000000000005
Kabupaten Bogor,Perempuan,Single,0,SLTA,2.0,9.59,Marketing,Staff,1555203.0,0.0,High,Low,35,406,4665609.0,9331218.0,20217639.0,1555203.0,1.19875,Mid-term,4.333333333333333,1,1555203.0,1,1555203.0,2.2
Kota Jakarta Selatan,Perempuan,Married,0,SLTA,7.0,9.65,Service & Support,Manager,9407981.517576572,0.0,High,Outstanding,51,419,28223944.552729715,56447889.10545943,122303759.72849543,9407981.517576572,1.20625,Mid-term,1.625,4,2351995.379394143,1,9407981.517576572,3.4
Tangerang,Perempuan,Married,2,SLTA,3.0,9.05,Operations,Staff,1942545.0,0.0,High,Low,36,456,5827635.0,11655270.0,29138175.0,647515.0,1.13125,Mid-term,3.75,1,1942545.0,1,1942545.0,2.2
Kota Jakarta Barat,Laki-laki,Married,2,D2,2.0,9.4,Engineering & IT,Manager,9291573.328719448,0.0,High,Outstanding,41,789,27874719.986158345,55749439.97231669,241580906.5467057,3097191.1095731496,1.175,Mid-term,8.666666666666666,4,2322893.332179862,3,3097191.1095731496,3.4
Kota Jakarta Timur,Perempuan,Married,3,SLTA,7.0,9.7,Finance & Accounting,Senior,14904599.260161975,0.0,High,Outstanding,44,603,44713797.78048593,89427595.56097186,298091985.2032395,3726149.815040494,1.2125,Mid-term,2.5,3,4968199.753387325,1,14904599.260161975,3.4
Kabupaten Bekasi,Perempuan,Married,1,D1,6.0,9.28,HR,Staff,4290567.0,0.0,Medium,Excellent,31,642,12871701.0,25743402.0,90101907.0,2145283.5,1.16,Mid-term,3.0,1,4290567.0,2,2145283.5,2.4000000000000004
Kota Jakarta Timur,Perempuan,Married,1,SLTA,11.0,9.84,Finance & Accounting,Staff,1543634.0,0.0,High,Excellent,29,419,4630902.0,9261804.0,20067242.0,771817.0,1.23,Mid-term,1.0833333333333333,1,1543634.0,1,1543634.0,3.0
Kabupaten Bogor,Perempuan,Married,1,SLTA,10.0,9.39,Marketing,Senior,11859635.13987219,0.0,High,Excellent,47,437,35578905.419616565,71157810.83923313,166034891.95821065,5929817.569936095,1.17375,Mid-term,1.2727272727272727,3,3953211.71329073,1,11859635.13987219,3.0
Kota Jakarta Selatan,Laki-laki,Married,0,SLTA,0.0,9.9,Corporate Strategy & Communications,Manager,12873408.13375198,0.0,High,Outstanding,48,758,38620224.401255935,77240448.80251187,321835203.3437995,12873408.13375198,1.2375,Mid-term,25.0,4,3218352.033437995,1,12873408.13375198,3.4
Kota Jakarta Pusat,Laki-laki,Married,0,D3,8.0,9.81,Operations,Senior,8181139.202703584,0.0,Very High,Outstanding,54,730,24543417.608110752,49086835.216221504,196347340.864886,8181139.202703584,1.22625,Mid-term,2.6666666666666665,3,2727046.4009011947,4,2045284.800675896,4.0
Tangerang,Perempuan,Married,3,SLTA,10.0,9.17,HR,Manager,11759817.265959082,0.0,Very High,Excellent,44,409,35279451.797877245,70558903.59575449,152877624.45746806,2939954.3164897705,1.14625,Mid-term,1.181818181818182,4,2939954.3164897705,1,11759817.265959082,3.6
Kota Jakarta Pusat,Perempuan,Married,2,SLTA,0.0,9.15,Corporate Strategy & Communications,Manager,10303391.518793635,0.0,Very High,Excellent,45,778,30910174.556380905,61820349.11276181,257584787.96984088,3434463.8395978785,1.14375,Mid-term,25.0,4,2575847.879698409,1,10303391.518793635,3.6
Kabupaten Bekasi,Laki-laki,Married,2,SLTA,4.0,9.55,Finance & Accounting,Senior,12025073.81772676,0.0,High,Excellent,50,881,36075221.45318028,72150442.90636055,348727140.71407604,4008357.939242253,1.19375,Mid-term,5.8,3,4008357.939242253,1,12025073.81772676,3.0
Kota Jakarta Selatan,Perempuan,Married,2,D2,3.0,9.18,HR,Manager,7149795.140995131,0.0,Very High,Outstanding,47,436,21449385.4229854,42898770.84597079,100097131.97393183,2383265.046998377,1.1475,Mid-term,3.5,4,1787448.7852487827,3,2383265.046998377,4.0
Kota Bekasi,Laki-laki,Married,0,SLTA,13.0,9.01,Operations,Staff,1882619.0,0.0,Low,Low,30,468,5647857.0,11295714.0,28239285.0,1882619.0,1.12625,Mid-term,1.0714285714285714,1,1882619.0,1,1882619.0,1.0
Tangerang,Laki-laki,Single,0,D3,4.0,9.68,Service & Support,Staff,4522652.0,0.0,Medium,Low,30,1067,13567956.0,27135912.0,158292820.0,4522652.0,1.21,Mid-term,7.0,1,4522652.0,4,1130663.0,1.6
Kabupaten Bekasi,Laki-laki,Married,3,D1,1.0,9.44,Marketing,Manager,9785581.29384884,0.0,High,Excellent,49,628,29356743.88154652,58713487.76309304,195711625.8769768,2446395.32346221,1.18,Mid-term,10.0,4,2446395.32346221,2,4892790.64692442,3.0
Kabupaten Bogor,Laki-laki,Divorce,1,SLTA,4.0,9.38,Service & Support,Staff,2617655.0,0.0,High,Low,29,786,7852965.0,15705930.0,68059030.0,1308827.5,1.1725,Mid-term,5.2,1,2617655.0,1,2617655.0,2.2
Kabupaten Bogor,Laki-laki,Married,2,SLTA,11.0,9.68,Service & Support,Staff,2161026.0,0.0,Medium,Excellent,32,431,6483078.0,12966156.0,30254364.0,720342.0,1.21,Mid-term,1.1666666666666667,1,2161026.0,1,2161026.0,2.4000000000000004
Kabupaten Bogor,Perempuan,Married,3,SLTA,1.0,9.5,Corporate Strategy & Communications,Manager,12901739.011205522,0.0,Very High,Excellent,45,477,38705217.033616565,77410434.06723313,193526085.16808283,3225434.7528013806,1.1875,Mid-term,7.5,4,3225434.7528013806,1,12901739.011205522,3.6
Kota Jakarta Timur,Perempuan,Married,0,SLTA,6.0,9.87,Marketing,Senior,6100013.902731985,0.0,Very High,Excellent,46,796,18300041.708195955,36600083.41639191,158600361.4710316,6100013.902731985,1.23375,Mid-term,3.7142857142857135,3,2033337.967577328,1,6100013.902731985,3.6
Kota Jakarta Selatan,Perempuan,Married,2,D3,5.0,9.49,Operations,Staff,4811447.0,0.0,High,Low,40,821,14434341.0,28868682.0,129909069.0,1603815.6666666667,1.18625,Mid-term,4.5,1,4811447.0,4,1202861.75,2.2
Kabupaten Bekasi,Perempuan,Married,1,SLTA,11.0,9.62,Operations,Manager,11050063.019705309,0.0,High,Outstanding,44,764,33150189.059115924,66300378.11823185,276251575.4926327,5525031.509852654,1.2025,Mid-term,2.083333333333333,4,2762515.754926327,1,11050063.019705309,3.4
Kabupaten Bekasi,Perempuan,Single,0,D2,0.0,9.65,Creative & Design,Staff,3380758.0,0.0,Low,Good,34,835,10142274.0,20284548.0,91280466.0,3380758.0,1.20625,Mid-term,27.0,1,3380758.0,3,1126919.3333333333,1.4
Kota Jakarta Utara,Perempuan,Married,0,D2,3.0,9.23,HR,Staff,4606024.0,0.0,Medium,Good,26,436,13818072.0,27636144.0,64484336.0,4606024.0,1.15375,Mid-term,3.5,1,4606024.0,3,1535341.3333333333,2.0
Kota Bogor,Laki-laki,Divorce,1,SLTA,6.0,9.55,Finance & Accounting,Staff,2493431.0,0.0,Low,Low,28,788,7480293.0,14960586.0,64829206.0,1246715.5,1.19375,Mid-term,3.7142857142857135,1,2493431.0,1,2493431.0,1.0
Kota Jakarta Utara,Perempuan,Married,5,SLTA,0.0,9.89,HR,Senior,11867787.325645056,0.0,High,Excellent,51,422,35603361.97693516,71206723.95387033,166149022.55903077,1977964.554274176,1.23625,Mid-term,14.0,3,3955929.108548352,1,11867787.325645056,3.0
Kabupaten Bogor,Laki-laki,Married,0,D3,4.0,9.26,HR,Senior,6325732.247667436,0.0,Very High,Excellent,54,812,18977196.743002307,37954393.48600461,170794770.68702075,6325732.247667436,1.1575,Mid-term,5.4,3,2108577.4158891453,4,1581433.061916859,3.6
Kota Jakarta Timur,Perempuan,Married,3,SLTA,10.0,9.56,Engineering & IT,Manager,11228022.315145705,0.0,Very High,Outstanding,42,414,33684066.94543712,67368133.89087424,145964290.09689417,2807005.578786426,1.195,Mid-term,1.181818181818182,4,2807005.578786426,1,11228022.315145705,4.0
Kabupaten Bogor,Laki-laki,Single,0,SLTA,3.0,9.74,Operations,Staff,1518662.0,0.0,Medium,Excellent,27,394,4555986.0,9111972.0,19742606.0,1518662.0,1.2175,Mid-term,3.25,1,1518662.0,1,1518662.0,2.4000000000000004
Kabupaten Bekasi,Laki-laki,Single,0,D3,2.0,9.59,Marketing,Senior,6664948.274444197,0.0,High,Excellent,48,516,19994844.8233326,39989689.64666519,113304120.66555136,6664948.274444197,1.19875,Mid-term,5.666666666666667,3,2221649.4248147323,4,1666237.068611049,3.0
Kota Jakarta Pusat,Laki-laki,Married,1,SLTA,10.0,9.51,HR,Staff,1761232.0,0.0,Medium,Excellent,24,824,5283696.0,10567392.0,47553264.0,880616.0,1.18875,Mid-term,2.4545454545454546,1,1761232.0,1,1761232.0,2.4000000000000004
Tangerang,Laki-laki,Married,1,SLTA,0.0,9.48,Marketing,Senior,8812542.001428232,0.0,Very High,Outstanding,46,749,26437626.00428469,52875252.00856939,211501008.0342776,4406271.000714116,1.185,Mid-term,0.0,3,2937514.000476077,1,8812542.001428232,4.0
Tangerang,Laki-laki,Single,0,SLTA,13.0,9.46,HR,Staff,1394295.0,0.0,Low,Low,28,387,4182885.0,8365770.0,16731540.0,1394295.0,1.1825,Mid-term,0.8571428571428571,1,1394295.0,1,1394295.0,1.0
Kota Jakarta Timur,Laki-laki,Married,2,D1,3.0,9.13,Finance & Accounting,Staff,4285550.0,0.0,High,Good,33,545,12856650.0,25713300.0,77139900.0,1428516.6666666667,1.14125,Mid-term,4.5,1,4285550.0,2,2142775.0,2.6
Kota Jakarta Timur,Perempuan,Married,2,SLTA,5.0,9.07,Finance & Accounting,Staff,2738557.0,0.0,Low,Low,33,966,8215671.0,16431342.0,87633824.0,912852.3333333334,1.13375,Mid-term,5.333333333333333,1,2738557.0,1,2738557.0,1.0
Kota Jakarta Timur,Laki-laki,Married,3,D3,6.0,9.16,Marketing,Manager,8013122.21012379,0.0,High,Excellent,47,408,24039366.63037137,48078733.26074274,104170588.73160928,2003280.552530948,1.145,Mid-term,1.8571428571428568,4,2003280.552530948,4,2003280.552530948,3.0
