domisili,jenis_kelamin,marriage_stat,dependant,education,absent_90D,avg_time_work,departemen,position,income,total_komp,job_satisfaction,performance_rating,age_years,active_work,income_3_months,income_6_months,total_income_work,absence_ratio,income_dependant_ratio,work_efficiency,active_work_category,work_stability_score,married_dependent_ratio,position_score,job_income_position_score,education_score,education_income_ratio,weighted_satisfaction_performance,resign_risk_indicator,adjusted_work_time
Kota Depok,Laki-laki,Married,1,S1,5.0,9.38,Service & Support,Junior,5543471,0.0,Low,Excellent,34.0,563,16630413,33260826,99782478,0.7992895204262878,2771735.5,1.1725,Mid-term,3.0,2,2,2771735.5,5,1108694.2,1.8000000000000005,Medium,9.351067242442936
Kabupaten Bekasi,Laki-laki,Married,2,D1,4.0,9.62,Service & Support,Staff,3672092,0.0,Medium,Good,49.0,453,11016276,22032552,55081380,0.794701986754967,1224030.6666666667,1.2025,Mid-term,3.0,3,1,3672092.0,2,1836046.0,2.0,Medium,9.591517394522576
Kabupaten Bekasi,Laki-laki,Married,4,S1,2.0,9.2,Corporate Strategy & Communications,Junior,5583894,0.0,High,Good,52.0,819,16751682,33503364,150765138,0.2197802197802197,1116778.8,1.15,Mid-term,9.0,5,2,2791947.0,5,1116778.8,2.6,Medium,9.19243109831345
Kota Jakarta Barat,Laki-laki,Married,2,S1,0.0,9.34,HR,Junior,6517191,0.0,Low,Excellent,34.0,756,19551573,39103146,162929775,0.0,2172397.0,1.1675,Mid-term,25.0,3,2,3258595.5,5,1303438.2,1.8000000000000005,Medium,9.34
Kota Jakarta Pusat,Perempuan,Married,0,SLTA,5.0,9.71,HR,Staff,1613859,0.0,High,Excellent,35.0,1170,4841577,9683154,62940501,0.3846153846153846,1613859.0,1.21375,Long-term,6.5,1,1,1613859.0,1,1613859.0,3.0,Low,9.696172030760469
Kepulauan Seribu,Laki-laki,Married,3,D1,0.0,9.38,Service & Support,Staff,4411607,0.0,High,Excellent,36.0,1119,13234821,26469642,163229459,0.0,1102901.75,1.1725,Long-term,37.0,4,1,4411607.0,2,2205803.5,3.0,Low,9.38
Tangerang,Laki-laki,Married,2,D1,4.0,9.42,HR,Staff,3880164,0.0,Medium,Good,51.0,371,11640492,23280984,46561968,0.9703504043126686,1293388.0,1.1775,Mid-term,2.4,3,1,3880164.0,2,1940082.0,2.0,Medium,9.385143385753931
Kota Jakarta Timur,Perempuan,Married,2,D3,0.0,9.57,Corporate Strategy & Communications,Staff,4404146,0.0,Low,Excellent,49.0,486,13212438,26424876,70466336,0.0,1468048.6666666667,1.19625,Mid-term,16.0,3,1,4404146.0,4,1101036.5,1.8000000000000005,Medium,9.57
Kota Jakarta Pusat,Perempuan,Married,1,SLTA,9.0,9.66,HR,Staff,1194242,0.0,Medium,Good,38.0,140,3582726,7165452,4776968,5.785714285714286,597121.0,1.2075,Short-term,0.4,2,1,1194242.0,1,1194242.0,2.0,Medium,9.419168975069253
Kota Jakarta Timur,Laki-laki,Married,1,D1,9.0,9.86,Service & Support,Staff,3085867,0.0,Medium,Excellent,34.0,159,9257601,18515202,15429335,5.09433962264151,1542933.5,1.2325,Short-term,0.5,2,1,3085867.0,2,1542933.5,2.4000000000000004,Medium,9.663237250554324
Kota Jakarta Utara,Laki-laki,Married,2,S1,0.0,9.01,Corporate Strategy & Communications,Junior,6156929,0.0,Medium,Low,38.0,1722,18470787,36941574,350944953,0.0,2052309.6666666667,1.12625,Long-term,57.0,3,2,3078464.5,5,1231385.8,1.6,Low,9.01
Kabupaten Bogor,Laki-laki,Married,0,S1,1.0,9.3,Creative & Design,Junior,5366326,0.0,Medium,Excellent,28.0,1615,16098978,32197956,284415278,0.0557275541795665,5366326.0,1.1625,Long-term,26.5,1,2,2683163.0,5,1073265.2,2.4000000000000004,Low,9.298050723118845
Kota Jakarta Selatan,Laki-laki,Married,1,SLTA,3.0,9.86,Service & Support,Staff,1268443,0.0,Low,Good,41.0,780,3805329,7610658,32979518,0.3461538461538462,634221.5,1.2325,Mid-term,6.5,2,1,1268443.0,1,1268443.0,1.4,Medium,9.84736437419906
Kabupaten Bogor,Perempuan,Married,1,S1,2.0,9.49,Marketing,Junior,5352957,0.0,Low,Excellent,43.0,434,16058871,32117742,74941398,0.4147465437788019,2676478.5,1.18625,Mid-term,4.666666666666667,2,2,2676478.5,5,1070591.4,1.8000000000000005,Medium,9.474948453608247
Kabupaten Bogor,Laki-laki,Single,0,SLTA,0.0,9.04,Operations,Staff,1081589,0.0,Low,Excellent,27.0,356,3244767,6489534,11897479,0.0,1081589.0,1.13,Short-term,11.0,1,1,1081589.0,1,1081589.0,1.8000000000000005,High,9.04
Kota Bogor,Perempuan,Married,2,SLTA,5.0,9.48,Operations,Staff,2440632,0.0,Medium,Good,37.0,1552,7321896,14643792,124472232,0.2899484536082474,813544.0,1.185,Long-term,8.5,3,1,2440632.0,1,2440632.0,2.0,Low,9.469675451971248
Kabupaten Bekasi,Perempuan,Married,3,S1,1.0,9.02,Marketing,Junior,5773410,0.0,Medium,Excellent,54.0,1391,17320230,34640460,265576860,0.0647016534867002,1443352.5,1.1275,Long-term,23.0,4,2,2886705.0,5,1154682.0,2.4000000000000004,Low,9.017821782178215
Kota Jakarta Selatan,Perempuan,Married,2,D1,4.0,9.51,Marketing,Staff,4810214,0.0,Medium,Good,47.0,770,14430642,28861284,120255350,0.4675324675324675,1603404.6666666667,1.18875,Mid-term,5.0,3,1,4810214.0,2,2405107.0,2.0,Medium,9.493100844069302
Tangerang,Perempuan,Married,2,SLTA,11.0,9.12,Service & Support,Staff,2331081,0.0,Low,Low,51.0,419,6993243,13986486,30304053,2.362768496420048,777027.0,1.14,Mid-term,1.0833333333333333,3,1,2331081.0,1,2331081.0,1.0,Medium,9.034329632792485
Tangerang,Laki-laki,Married,2,S1,3.0,9.55,Corporate Strategy & Communications,Junior,6994645,0.0,High,Excellent,39.0,653,20983935,41967870,146887545,0.4134762633996937,2331548.333333333,1.19375,Mid-term,5.25,3,2,3497322.5,5,1398929.0,3.0,Medium,9.534849286092015
Kota Bekasi,Laki-laki,Married,2,S1,0.0,9.33,Operations,Junior,5036847,0.0,High,Excellent,53.0,460,15110541,30221082,75552705,0.0,1678949.0,1.16625,Mid-term,15.0,3,2,2518423.5,5,1007369.4,3.0,Medium,9.33
Kabupaten Bogor,Laki-laki,Married,5,D1,5.0,9.74,Operations,Staff,4000163,0.0,Medium,Good,42.0,409,12000489,24000978,52002119,1.1002444987775062,666693.8333333334,1.2175,Mid-term,2.1666666666666665,6,1,4000163.0,2,2000081.5,2.0,Medium,9.698411614005124
Tangerang,Perempuan,Single,0,S1,5.0,9.2,HR,Junior,5865109,0.0,Low,Excellent,34.0,605,17595327,35190654,117302180,0.743801652892562,5865109.0,1.15,Mid-term,3.333333333333333,1,2,2932554.5,5,1173021.8,1.8000000000000005,Medium,9.17445863409217
Tangerang,Laki-laki,Single,0,SLTA,0.0,9.07,Operations,Staff,2247026,0.0,Medium,Excellent,24.0,176,6741078,13482156,11235130,0.0,2247026.0,1.13375,Short-term,5.0,1,1,2247026.0,1,2247026.0,2.4000000000000004,High,9.07
Kota Jakarta Barat,Laki-laki,Married,1,S1,1.0,9.49,Engineering & IT,Junior,5499234,0.0,Medium,Excellent,35.0,891,16497702,32995404,159477786,0.101010101010101,2749617.0,1.18625,Mid-term,14.5,2,2,2749617.0,5,1099846.8,2.4000000000000004,Medium,9.486365377250095
Kabupaten Bogor,Laki-laki,Married,1,D3,6.0,9.28,Marketing,Staff,3416997,0.0,Low,Good,34.0,1438,10250991,20501982,160598859,0.3755215577190542,1708498.5,1.16,Long-term,6.714285714285714,2,1,3416997.0,4,854249.25,1.4,Low,9.26683999054597
Kota Jakarta Barat,Laki-laki,Single,0,S1,2.0,9.31,Marketing,Junior,7050510,0.0,High,Excellent,39.0,368,21151530,42303060,84606120,0.4891304347826087,7050510.0,1.16375,Mid-term,4.0,1,2,3525255.0,5,1410102.0,3.0,Medium,9.292775208140611
Kota Depok,Laki-laki,Married,1,D2,0.0,9.18,Operations,Staff,4559522,0.0,Medium,Low,52.0,1174,13678566,27357132,177821358,0.0,2279761.0,1.1475,Long-term,39.0,2,1,4559522.0,3,1519840.6666666667,1.6,Low,9.18
Kabupaten Bogor,Perempuan,Married,2,S1,1.0,9.0,Engineering & IT,Junior,5272127,0.0,Low,Excellent,33.0,755,15816381,31632762,131803175,0.119205298013245,1757375.6666666667,1.125,Mid-term,12.5,3,2,2636063.5,5,1054425.4,1.8000000000000005,Medium,8.996001776988006
Kota Jakarta Barat,Laki-laki,Single,0,S1,3.0,9.54,Service & Support,Junior,6277005,0.0,High,Excellent,31.0,1090,18831015,37662030,225972180,0.2477064220183486,6277005.0,1.1925,Mid-term,9.0,1,2,3138502.5,5,1255401.0,3.0,Medium,9.531169392162912
Kabupaten Bogor,Perempuan,Married,3,S1,3.0,9.26,Engineering & IT,Junior,5561802,0.0,High,Excellent,47.0,394,16685406,33370812,72303426,0.6852791878172588,1390450.5,1.1575,Mid-term,3.25,4,2,2780901.0,5,1112360.4,3.0,Medium,9.236276686592657
Kota Jakarta Timur,Laki-laki,Married,3,S1,4.0,9.11,Operations,Junior,5522619,0.0,Medium,Excellent,43.0,167,16567857,33135714,27613095,2.155688622754491,1380654.75,1.13875,Short-term,1.0,4,2,2761309.5,5,1104523.8,2.4000000000000004,Medium,9.029201773835918
Kota Jakarta Timur,Perempuan,Single,0,SLTA,9.0,9.16,Operations,Staff,2440492,0.0,High,Low,29.0,1523,7321476,14642952,122024600,0.5318450426789232,2440492.0,1.145,Long-term,5.0,1,1,2440492.0,1,2440492.0,2.2,Low,9.14168407020662
Kabupaten Bekasi,Perempuan,Married,3,D1,5.0,9.63,Operations,Staff,4997431,0.0,High,Good,42.0,616,14992293,29984586,99948620,0.7305194805194806,1249357.75,1.20375,Mid-term,3.333333333333333,4,1,4997431.0,2,2498715.5,2.6,Medium,9.603264852859525
Kota Depok,Laki-laki,Single,0,D3,8.0,9.1,Finance & Accounting,Staff,4369187,0.0,Medium,Good,30.0,208,13107561,26215122,26215122,3.4615384615384617,4369187.0,1.1375,Short-term,0.6666666666666666,1,1,4369187.0,4,1092296.75,2.0,Medium,8.96543438077634
Kota Jakarta Utara,Laki-laki,Married,3,S1,0.0,9.79,Corporate Strategy & Communications,Junior,6297396,0.0,Medium,Excellent,44.0,638,18892188,37784376,132245316,0.0,1574349.0,1.22375,Mid-term,21.0,4,2,3148698.0,5,1259479.2,2.4000000000000004,Medium,9.79
Kota Jakarta Barat,Perempuan,Married,2,SLTA,9.0,9.2,Service & Support,Staff,2793625,0.0,Low,Excellent,39.0,210,8380875,16761750,19555375,3.8571428571428568,931208.3333333334,1.15,Short-term,0.7,3,1,2793625.0,1,2793625.0,1.8000000000000005,Medium,9.06877971473851
Kota Jakarta Timur,Perempuan,Single,0,D1,2.0,9.34,HR,Staff,3755200,0.0,High,Low,26.0,1200,11265600,22531200,150208000,0.15,3755200.0,1.1675,Long-term,13.333333333333334,1,1,3755200.0,2,1877600.0,2.2,Low,9.33481255206887
Kabupaten Bogor,Laki-laki,Single,0,S1,1.0,9.28,HR,Junior,5045878,0.0,High,Good,28.0,801,15137634,30275268,131192828,0.1123595505617977,5045878.0,1.16,Mid-term,13.0,1,2,2522939.0,5,1009175.6,2.6,Medium,9.276035882101665
Kabupaten Bekasi,Laki-laki,Married,0,S1,2.0,9.71,Finance & Accounting,Junior,5376923,0.0,High,Low,36.0,584,16130769,32261538,102161537,0.3082191780821918,5376923.0,1.21375,Mid-term,6.333333333333333,1,2,2688461.5,5,1075384.6,2.2,Medium,9.698649912331971
Kabupaten Bekasi,Laki-laki,Married,3,S1,1.0,9.38,Service & Support,Junior,6059765,0.0,Medium,Excellent,34.0,608,18179295,36358590,121195300,0.1480263157894736,1514941.25,1.1725,Mid-term,10.0,4,2,3029882.5,5,1211953.0,2.4000000000000004,Medium,9.374791782343143
Kota Jakarta Timur,Laki-laki,Married,2,D1,2.0,9.74,Service & Support,Staff,4295072,0.0,High,Low,54.0,472,12885216,25770432,64426080,0.3813559322033898,1431690.6666666667,1.2175,Mid-term,5.0,3,1,4295072.0,2,2147536.0,2.2,Medium,9.72558105107328
Kabupaten Bogor,Perempuan,Married,1,S1,2.0,9.66,Corporate Strategy & Communications,Junior,5414104,0.0,High,Good,45.0,1248,16242312,32484624,221978264,0.1442307692307692,2707052.0,1.2075,Long-term,13.666666666666666,2,2,2707052.0,5,1082820.8,2.6,Low,9.65476564616635
Kota Jakarta Timur,Laki-laki,Single,0,D1,4.0,9.65,Engineering & IT,Staff,4815696,0.0,Medium,Excellent,27.0,254,14447088,28894176,38525568,1.4173228346456692,4815696.0,1.20625,Short-term,1.6,1,1,4815696.0,2,2407848.0,2.4000000000000004,High,9.596463245492371
Kabupaten Bogor,Perempuan,Single,0,SLTA,2.0,9.23,Creative & Design,Staff,2032864,0.0,Medium,Excellent,24.0,238,6098592,12197184,14230048,0.7563025210084033,2032864.0,1.15375,Short-term,2.333333333333333,1,1,2032864.0,1,2032864.0,2.4000000000000004,High,9.200744849445323
Kabupaten Bogor,Laki-laki,Married,3,D2,6.0,9.02,Finance & Accounting,Staff,4507086,0.0,Medium,Excellent,41.0,478,13521258,27042516,67606290,1.1297071129707112,1126771.5,1.1275,Mid-term,2.142857142857143,4,1,4507086.0,3,1502362.0,2.4000000000000004,Medium,8.979940784603997
Kota Bekasi,Laki-laki,Single,0,SLTA,13.0,9.88,Operations,Staff,1550229,0.0,High,Good,25.0,120,4650687,9301374,6200916,9.75,1550229.0,1.235,Short-term,0.2857142857142857,1,1,1550229.0,1,1550229.0,2.6,High,9.524210526315793
Kabupaten Bekasi,Perempuan,Married,3,D1,5.0,9.31,HR,Staff,3790811,0.0,Medium,Good,33.0,249,11372433,22744866,30326488,1.8072289156626504,947702.75,1.16375,Short-term,1.3333333333333333,4,1,3790811.0,2,1895405.5,2.0,Medium,9.245436893203884
Kabupaten Bekasi,Perempuan,Married,0,S1,6.0,9.04,Creative & Design,Junior,5092718,0.0,High,Good,38.0,338,15278154,30556308,56019898,1.5976331360946745,5092718.0,1.13,Short-term,1.5714285714285714,1,2,2546359.0,5,1018543.6,2.6,Medium,8.985267406659938
Kota Bekasi,Perempuan,Married,1,S1,1.0,9.76,Finance & Accounting,Junior,6404533,0.0,High,Low,28.0,734,19213599,38427198,153708792,0.1226158038147139,3202266.5,1.22,Mid-term,12.0,2,2,3202266.5,5,1280906.6,2.2,Medium,9.755483572420175
Tangerang,Perempuan,Married,3,D2,4.0,9.35,Operations,Staff,4663997,0.0,Medium,Excellent,44.0,542,13991991,27983982,83951946,0.6642066420664207,1165999.25,1.16875,Mid-term,3.6,4,1,4663997.0,3,1554665.6666666667,2.4000000000000004,Medium,9.326927822331893
Kota Jakarta Timur,Perempuan,Married,2,SLTA,0.0,9.63,Corporate Strategy & Communications,Staff,2681578,0.0,High,Excellent,40.0,97,8044734,16089468,8044734,0.0,893859.3333333334,1.20375,Short-term,3.0,3,1,2681578.0,1,2681578.0,3.0,Medium,9.63
Kabupaten Bogor,Perempuan,Married,5,D2,8.0,9.18,Service & Support,Staff,4791253,0.0,High,Low,53.0,109,14373759,28747518,14373759,6.605504587155964,798542.1666666666,1.1475,Short-term,0.3333333333333333,6,1,4791253.0,3,1597084.3333333333,2.2,Medium,8.909003690036899
Kabupaten Bekasi,Perempuan,Married,1,S1,0.0,9.82,HR,Junior,7439200,0.0,Medium,Excellent,34.0,1277,22317600,44635200,312446400,0.0,3719600.0,1.2275,Long-term,42.0,2,2,3719600.0,5,1487840.0,2.4000000000000004,Low,9.82
Kabupaten Bogor,Laki-laki,Married,2,S1,0.0,9.75,Corporate Strategy & Communications,Junior,5297219,0.0,Low,Good,48.0,416,15891657,31783314,68863847,0.0,1765739.6666666667,1.21875,Mid-term,13.0,3,2,2648609.5,5,1059443.8,1.4,Medium,9.75
Tangerang,Laki-laki,Married,3,S1,7.0,9.58,HR,Junior,5028810,0.0,High,Excellent,54.0,849,15086430,30172860,140806680,0.7420494699646643,1257202.5,1.1975,Mid-term,3.5,4,2,2514405.0,5,1005762.0,3.0,Medium,9.553399444664816
Kota Jakarta Barat,Perempuan,Married,2,S1,0.0,9.81,HR,Junior,6586878,0.0,Medium,Low,44.0,511,19760634,39521268,111976926,0.0,2195626.0,1.22625,Mid-term,17.0,3,2,3293439.0,5,1317375.6,1.6,Medium,9.81
Kota Bekasi,Laki-laki,Single,0,D1,5.0,9.68,Operations,Staff,4563485,0.0,Medium,Low,32.0,146,13690455,27380910,18253940,3.0821917808219177,4563485.0,1.21,Short-term,0.6666666666666666,1,1,4563485.0,2,2281742.5,1.6,Medium,9.545927977839336
Kabupaten Bekasi,Laki-laki,Married,1,S1,0.0,9.44,HR,Junior,5167042,0.0,Low,Low,30.0,1553,15501126,31002252,263519142,0.0,2583521.0,1.18,Long-term,51.0,2,2,2583521.0,5,1033408.4,1.0,Low,9.44
Kabupaten Bogor,Laki-laki,Single,1,S1,2.0,9.32,Operations,Junior,5700430,0.0,Medium,Low,35.0,617,17101290,34202580,114008600,0.2917341977309562,2850215.0,1.165,Mid-term,6.666666666666667,1,2,2850215.0,5,1140086.0,1.6,Medium,9.30965019433648
Kabupaten Bekasi,Perempuan,Married,0,S1,4.0,9.4,Operations,Junior,5153485,0.0,High,Excellent,39.0,336,15460455,30920910,56688335,1.0714285714285714,5153485.0,1.175,Short-term,2.2,1,2,2576742.5,5,1030697.0,3.0,Medium,9.362058526740666
Kota Jakarta Timur,Perempuan,Married,3,SLTA,8.0,9.4,Operations,Staff,2881830,0.0,High,Low,49.0,152,8645490,17290980,14409150,4.7368421052631575,720457.5,1.175,Short-term,0.5555555555555556,4,1,2881830.0,1,2881830.0,2.2,Medium,9.233259423503329
Kabupaten Bogor,Perempuan,Married,0,D3,2.0,9.25,HR,Staff,4640609,0.0,Medium,Low,46.0,134,13921827,27843654,18562436,1.343283582089552,4640609.0,1.15625,Short-term,1.3333333333333333,1,1,4640609.0,4,1160152.25,1.6,Medium,9.19875346260388
Kota Bogor,Laki-laki,Married,2,SLTA,9.0,9.18,Corporate Strategy & Communications,Staff,2302576,0.0,Medium,Good,34.0,364,6907728,13815456,27630912,2.2252747252747254,767525.3333333334,1.1475,Mid-term,1.2,3,1,2302576.0,1,2302576.0,2.0,Medium,9.103570767807586
Kota Jakarta Utara,Laki-laki,Single,0,S1,2.0,9.78,Finance & Accounting,Junior,5554669,0.0,Low,Low,38.0,426,16664007,33328014,77765366,0.4225352112676056,5554669.0,1.2225,Mid-term,4.666666666666667,1,2,2777334.5,5,1110933.8,1.0,Medium,9.76448850118953
Tangerang,Laki-laki,Married,2,S1,3.0,9.61,Finance & Accounting,Junior,6080690,0.0,High,Excellent,39.0,1114,18242070,36484140,224985530,0.2423698384201077,2026896.6666666667,1.20125,Long-term,9.25,3,2,3040345.0,5,1216138.0,3.0,Low,9.60134494145902
Kota Jakarta Timur,Laki-laki,Married,4,S1,0.0,9.36,Marketing,Junior,6326097,0.0,Medium,Good,48.0,1360,18978291,37956582,284674365,0.0,1265219.4,1.17,Long-term,45.0,5,2,3163048.5,5,1265219.4,2.0,Low,9.36
Kota Jakarta Timur,Laki-laki,Married,2,S1,0.0,9.67,Operations,Junior,5848178,0.0,High,Good,40.0,732,17544534,35089068,140356272,0.0,1949392.6666666667,1.20875,Mid-term,24.0,3,2,2924089.0,5,1169635.6,2.6,Medium,9.67
Kota Jakarta Utara,Perempuan,Single,0,D1,3.0,9.12,Service & Support,Staff,4218960,0.0,High,Low,25.0,176,12656880,25313760,21094800,1.5340909090909092,4218960.0,1.14,Short-term,1.25,1,1,4218960.0,2,2109480.0,2.2,High,9.059334811529933
Kota Jakarta Selatan,Laki-laki,Married,3,D1,5.0,9.14,Engineering & IT,Staff,3997128,0.0,Low,Good,39.0,376,11991384,23982768,47965536,1.1968085106382975,999282.0,1.1425,Mid-term,2.0,4,1,3997128.0,2,1998564.0,1.4,Medium,9.0977243293247
Kota Jakarta Selatan,Perempuan,Married,3,D2,1.0,9.26,Operations,Staff,4853824,0.0,High,Good,39.0,1295,14561472,29122944,208714432,0.0694980694980695,1213456.0,1.1575,Long-term,21.5,4,1,4853824.0,3,1617941.3333333333,2.6,Low,9.257607853267888
Tangerang,Laki-laki,Married,0,SLTA,6.0,9.71,HR,Staff,2292048,0.0,Medium,Low,29.0,139,6876144,13752288,9168192,3.884892086330935,2292048.0,1.21375,Short-term,0.5714285714285714,1,1,2292048.0,1,2292048.0,1.6,High,9.548614958448756
Kabupaten Bekasi,Laki-laki,Single,0,S1,3.0,9.23,HR,Junior,5781106,0.0,Medium,Good,25.0,483,17343318,34686636,92497696,0.5590062111801243,5781106.0,1.15375,Mid-term,4.0,1,2,2890553.0,5,1156221.2,2.0,Medium,9.210784177654409
Kota Jakarta Timur,Perempuan,Married,4,D2,0.0,9.32,Service & Support,Staff,4797191,0.0,High,Low,45.0,1550,14391573,28783146,244656741,0.0,959438.2,1.165,Long-term,51.0,5,1,4797191.0,3,1599063.6666666667,2.2,Low,9.32
Kabupaten Bogor,Laki-laki,Married,2,S1,2.0,9.32,Finance & Accounting,Junior,6133595,0.0,Medium,Excellent,48.0,498,18400785,36801570,98137520,0.3614457831325301,2044531.6666666667,1.165,Mid-term,5.333333333333333,3,2,3066797.5,5,1226719.0,2.4000000000000004,Medium,9.30706453851492
Kabupaten Bekasi,Perempuan,Married,3,S1,3.0,9.64,Finance & Accounting,Junior,5518447,0.0,High,Low,41.0,574,16555341,33110682,104850493,0.470383275261324,1379611.75,1.205,Mid-term,4.75,4,2,2759223.5,5,1103689.4,2.2,Medium,9.623097603740502
Kota Bekasi,Perempuan,Married,0,SLTA,2.0,9.37,Operations,Staff,2160309,0.0,Low,Excellent,34.0,110,6480927,12961854,6480927,1.6363636363636362,2160309.0,1.17125,Short-term,1.0,1,1,2160309.0,1,2160309.0,1.8000000000000005,Medium,9.300848708487084
Kota Jakarta Timur,Laki-laki,Single,0,SLTA,0.0,9.09,Service & Support,Staff,2535501,0.0,Low,Low,35.0,1038,7606503,15213006,86207034,0.0,2535501.0,1.13625,Mid-term,34.0,1,1,2535501.0,1,2535501.0,1.0,Medium,9.09
Kota Depok,Laki-laki,Married,1,S1,7.0,9.45,Engineering & IT,Junior,5178628,0.0,Low,Good,30.0,512,15535884,31071768,88036676,1.23046875,2589314.0,1.18125,Mid-term,2.125,2,2,2589314.0,5,1035725.6,1.4,Medium,9.406792945787068
Kota Jakarta Selatan,Laki-laki,Married,2,S1,0.0,9.07,Marketing,Junior,5856740,0.0,High,Good,45.0,626,17570220,35140440,117134800,0.0,1952246.6666666667,1.13375,Mid-term,20.0,3,2,2928370.0,5,1171348.0,2.6,Medium,9.07
Kabupaten Bekasi,Perempuan,Married,2,SLTA,7.0,9.76,Operations,Staff,2974323,0.0,High,Excellent,38.0,175,8922969,17845938,14871615,3.6,991441.0,1.22,Short-term,0.625,3,1,2974323.0,1,2974323.0,3.0,Medium,9.608514412416852
Kabupaten Bekasi,Perempuan,Married,2,SLTA,6.0,9.7,HR,Staff,2566326,0.0,Medium,Good,39.0,381,7698978,15397956,30795912,1.4173228346456692,855442.0,1.2125,Mid-term,1.7142857142857142,3,1,2566326.0,1,2566326.0,2.0,Medium,9.646160962072155
Tangerang,Perempuan,Married,3,D3,7.0,9.12,Marketing,Staff,3273284,0.0,High,Excellent,54.0,1128,9819852,19639704,121111508,0.5585106382978724,818321.0,1.14,Long-term,4.625,4,1,3273284.0,4,818321.0,3.0,Low,9.100834584208943
Kota Jakarta Timur,Laki-laki,Married,3,D2,3.0,9.33,Creative & Design,Staff,3362867,0.0,Medium,Good,52.0,1463,10088601,20177202,161417616,0.1845522898154477,840716.75,1.16625,Long-term,12.0,4,1,3362867.0,3,1120955.6666666667,2.0,Low,9.323522332793337
Kabupaten Bekasi,Laki-laki,Single,0,SLTA,13.0,9.5,Corporate Strategy & Communications,Staff,1533183,0.0,High,Excellent,24.0,136,4599549,9199098,6132732,8.602941176470589,1533183.0,1.1875,Short-term,0.2857142857142857,1,1,1533183.0,1,1533183.0,3.0,High,9.157894736842106
Kabupaten Bekasi,Perempuan,Married,1,SLTA,5.0,9.32,Service & Support,Staff,2859819,0.0,Low,Low,25.0,182,8579457,17158914,17158914,2.4725274725274726,1429909.5,1.165,Short-term,1.0,2,1,2859819.0,1,2859819.0,1.0,High,9.233863216266174
Kota Jakarta Barat,Laki-laki,Single,0,SLTA,10.0,9.15,Service & Support,Staff,1227328,0.0,Medium,Low,47.0,174,3681984,7363968,6136640,5.172413793103448,1227328.0,1.14375,Short-term,0.4545454545454545,1,1,1227328.0,1,1227328.0,1.6,Medium,8.947117516629712
Tangerang,Laki-laki,Married,0,D2,8.0,9.45,Service & Support,Staff,3547652,0.0,Low,Low,52.0,309,10642956,21285912,35476520,2.330097087378641,3547652.0,1.18125,Short-term,1.1111111111111112,1,1,3547652.0,3,1182550.6666666667,1.0,Medium,9.366093229744727
Tangerang,Perempuan,Single,0,SLTA,3.0,9.28,Operations,Staff,1019913,0.0,Low,Good,24.0,1522,3059739,6119478,50995650,0.1773981603153745,1019913.0,1.16,Long-term,12.5,1,1,1019913.0,1,1019913.0,1.4,Low,9.273814707842702
Kabupaten Bekasi,Perempuan,Divorce,1,S1,4.0,9.86,Marketing,Junior,5396614,0.0,Low,Low,38.0,1166,16189842,32379684,205071332,0.3087478559176672,2698307.0,1.2325,Long-term,7.6,1,2,2698307.0,5,1079322.8,1.0,Low,9.84847120724934
Tangerang,Laki-laki,Married,0,D1,3.0,9.55,Finance & Accounting,Staff,4143902,0.0,Low,Good,43.0,1483,12431706,24863412,203051198,0.1820633850303439,4143902.0,1.19375,Long-term,12.25,1,1,4143902.0,2,2071951.0,1.4,Low,9.543504874178192
Kota Jakarta Selatan,Laki-laki,Divorce,2,S1,0.0,9.44,Engineering & IT,Junior,5765105,0.0,High,Good,38.0,492,17295315,34590630,92241680,0.0,1921701.6666666667,1.18,Mid-term,16.0,1,2,2882552.5,5,1153021.0,2.6,Medium,9.44
Kota Jakarta Timur,Laki-laki,Married,2,S1,1.0,9.6,Marketing,Junior,7094939,0.0,Medium,Good,34.0,637,21284817,42569634,148993719,0.141287284144427,2364979.6666666665,1.2,Mid-term,10.5,3,2,3547469.5,5,1418987.8,2.0,Medium,9.594923320994184
Kota Bekasi,Perempuan,Single,0,D3,7.0,9.59,Marketing,Staff,3556282,0.0,Low,Good,34.0,1207,10668846,21337692,142251280,0.5219552609776305,3556282.0,1.19875,Long-term,5.0,1,1,3556282.0,4,889070.5,1.4,Low,9.5713579561233
Kota Jakarta Timur,Laki-laki,Married,1,D2,9.0,9.75,Corporate Strategy & Communications,Staff,4419981,0.0,Medium,Low,35.0,652,13259943,26519886,92819601,1.2423312883435582,2209990.5,1.21875,Mid-term,2.1,2,1,4419981.0,3,1473327.0,1.6,Medium,9.703595980962453
Kota Jakarta Selatan,Laki-laki,Married,3,SLTA,6.0,9.89,Finance & Accounting,Staff,1839161,0.0,Low,Low,47.0,1181,5517483,11034966,71727279,0.4572396274343777,459790.25,1.23625,Long-term,5.571428571428571,4,1,1839161.0,1,1839161.0,1.0,Low,9.873098832241528
Kota Jakarta Barat,Laki-laki,Married,4,S1,2.0,9.34,Corporate Strategy & Communications,Junior,5222755,0.0,Low,Good,51.0,816,15668265,31336530,141014385,0.2205882352941176,1044551.0,1.1675,Mid-term,9.0,5,2,2611377.5,5,1044551.0,1.4,Medium,9.332315919374745
Kota Depok,Perempuan,Married,1,SLTA,9.0,9.42,Engineering & IT,Staff,2591022,0.0,High,Excellent,33.0,1150,7773066,15546132,98458836,0.7043478260869565,1295511.0,1.1775,Long-term,3.8,2,1,2591022.0,1,2591022.0,3.0,Low,9.395217772581116
